amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
Note to Self,by Connor Franta,4.5,53.0,1471163571,490
"Plague, Fall, Exile And The Kingdom And Selected Essays (Everyman's Library Contemporar)",by Albert Camus,4.6,23.0,1857152786,629
India Now and in Transition,by Atul K. Thakur,5.0,1.0,9385285637,369
Why I Am a Hindu,by Dr. Shashi Tharoor,3.4,259.0,9386021102,299
Indian Political Thought,by Himanshu Roy,4.0,22.0,9332587337,230
Capital (Das Kapital),by Karl Marx,4.5,48.0,8175994142,299
Homo Deus: A Brief History of Tomorrow,by Yuval Noah Harari,4.5,304.0,1784703931,344
"The Spy Chronicles: RAW, ISI and the Illusion of Peace",by A.S. Dulat - Illustrated,3.5,121.0,9352779258,477
A History of Political Thought: Plato to Marx,by Mukherjee,3.7,68.0,8120343891,329
Narendra Modi: A political Biography,by Andy Marino,4.4,92.0,9351770257,253
Bharat Ki Rajvayvastha,M. Laxmikanth,4.5 out of 5 stars,673,9352603869,381
Ishq Mein Shahar Hona ( Volume 1 of Laprek Trilogy),by Ravish Kumar,4.0,308.0,8126727675,119
Political Theory Textbook for Class - 11  - 11117,by NCERT,3.8,24.0,8174506136,70
Wings of Fire: An Autobiography of Abdul Kalam,Not Available,4.6 out of 5 stars,"2,131",8173711461,194
Ashvamedha: The Game of Power,by Aparna Sinha,4.2,224.0,9382665765,195
Pathways to Greatness,by A.P.J. Abdul Kalam,4.7,13.0,9352643836,165
Headley And I,by S. Hussain Zaidi,3.5,14.0,9350295725,247
15 Sample Question Political Science Class 12th CBSE,by Arihant Experts,5.0,1.0,9313166127,113
Inspiring Thoughts (Inspiring Thoughts Quotation Series),by Swami Vivekanand,4.2,306.0,8170289262,107
General Knowledge 2019,Manohar Pandey,4.2 out of 5 stars,515,9312147307,19
Current Affairs Yearly  2019,Not Available,5.0 out of 5 stars,3,9313169886,124
Wings of Fire: An Autobiography of Abdul Kalam,Not Available,4.6 out of 5 stars,"2,131",8173711461,194
Word Power Made Easy,Norman Lewis,4.4 out of 5 stars,"5,643",8183071007,76
CBSE All  In One English Language and Literature CBSE Class 9 (based on Books...,by Gajendra Singh,4.3,56.0,9312149431,234
Object-Oriented Programming with C++,by E Balagurusamy,4.5,73.0,9352607996,371
All In One Science - Class 10 (2018-19 Session),by Arihant Experts,4.4,188.0,9312149601,298
Physics for Class 10 (2019 Exam),by Lakhmir Singh,4.3,57.0,9352831802,320
Manorama Yearbook 2019 ( English),Not Available,4.5 out of 5 stars,37,8193769716,228
Handbook of Physics,by Nipendra Bhatnagar,4.4,403.0,9352036034,189
CBSE All  In One Mathematics CBSE Class 10 for 2018 - 19,by Arihant Experts,4.5,81.0,9312149598,234
10 Years Solved Papers: ICSE Class 10 for 2019 Examination,by Gurukul Books,4.6,115.0,8193550714,678
Chemistry for Class 10 (2019 Exam),by Lakhmir Singh,4.2,81.0,9352831810,381
General Knowledge,Not Available,4.4 out of 5 stars,"2,035",9384761540,156
Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,4.7,167.0,9387504921,320
Quantitative Aptitude for Competitive Examinations,R S Aggarwal,4.1 out of 5 stars,"3,310",9352534026,427
Oswaal CBSE Question Bank Class 10 Science Chapterwise and Topicwise (For March 2019 Exam),Not Available,4.6 out of 5 stars,184,9387504913,247
Oswaal CBSE Question Bank Class 10 English Communicative Chapterwise and Topicwise...,by Oswaal Editorial Board,4.3,91.0,9387504905,247
Objective NCERT at your Fingertips - Biology,Not Available,4.7 out of 5 stars,268,9387949222,408
Microsoft Excel 2016 Bible: The Comprehensive Tutorial Resource,by John Walkenbach,3.9,49.0,8126558946,833
Exploring Biology for NEET - Vol. 1,by Sanjay Sharma,4.4,21.0,9312146998,525
India 2018: A Reference Annual,by Publication Division,3.8,160.0,8123027389,333
CBSE All  In One Science CBSE Class 9 for 2018 - 19,by Arihant Experts,4.6,66.0,9312149687,230
All  in One English Communicative CBSE Class 10  (based on textbook Literature...,by Gajendra Singh,4.5,157.0,9312149547,235
CBSE Biology Chapterwise Solved Papers Class 12th,by Arihant Expert,4.3,38.0,9313161400,150
"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,5.0,1.0,8131252914,582
CBSE All  in One Chemistry CBSE Class 12 for 2018 - 19,by Indu Gupta,4.4,46.0,9312149008,260
Concept of Physics Part-2 (2018-2019 Session) by H.C Verma,by H.C. Verma,4.5,711.0,8177092324,267
The Animal Book: A Visual Encyclopedia of Life on Earth (Reference),by DK,4.8,19.0,1409323498,781
Concept of Physics Part-1 (2018-2019 Session) by H.C Verma,by H.C. Verma,4.6,963.0,8177091875,267
Principles: Life and Work,by Ray Dalio,4.4,87.0,1501124021,864
CBSE All  in One BIOLOGY CBSE Class 12 for 2018 - 19,by Hema Batra,4.0,20.0,9312149024,241
NTA UGC NET/SET/JRF - Paper 1: Teaching and Research Aptitude by Pearson,KVS Madaan,4.4 out of 5 stars,505,9332551731,216
The Theory of Everything,Stephen Hawking,4.5 out of 5 stars,531,8179925919,111
CBSE NCERT Solutions Physics Class 11  for 2018 - 19,by Nipendra Bhatnagar,4.0,89.0,9351416348,166
Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,4.3,127.0,9351776425,433
Handbook of Chemistry,by R P Singh,4.3,369.0,9352036042,154
Mechanical Engineering: Conventional and Objective Types (2018-19 Session),by R.S. Khurmi,4.0,603.0,8121906288,430
Light on Yoga: The Classic Guide to Yoga by the World's Foremost Authority,by B.K.S. Iyengar,4.5,316.0,8172235011,298
How to Crack Test Of Reasoning,by Jaikishan,5.0,3.0,9313166755,142
The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,4.4,1608.0,9382618341,282
Programming with Java,by Balagurusamy,4.2,105.0,9351343200,474
CBSE All  in One Chemistry CBSE Class 11 for 2018 - 19,by Preeti Gupta,4.4,43.0,9312148311,307
India Map,by Dreamland Publications,4.6,594.0,8184511523,91
"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,4.4 out of 5 stars,639,1847946240,286
A Handbook on Electronics Engineering - Illustrated Formulae & Key Theory Concepts,by Made Easy Editorial Board,4.3,167.0,9351472019,278
Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,4.0,472.0,9386850648,100
The Official Guide to the GRE General Test,by ETS,4.2,47.0,9352607376,895
CBSE All  in One PHYSICS CBSE Class 12 for 2018 - 19,by Keshav Mohan,3.8,32.0,9312148990,250
CBSE All  In One English Core Cbse Class 11 for 2018 - 19,by Gajendra Singh,4.0,39.0,9312148346,223
Mahabharata,by C.Rajagopalachari,4.4,131.0,8172764766,181
Copycat Marketing 101,by Burke Hedges,4.2,206.0,8182744466,90
The Elements of COORDINATE GEOMETRY Part-1 Cartesian Coordinates,by S L Loney,4.3,130.0,9351762238,76
My Baby Record Book,by Dreamland Publications,4.4,117.0,9350896540,175
The Dhandho Investor: The Low-Risk Value Method to High Returns,by Mohnish Pabrai,4.2,169.0,8126564636,196
CBSE NCERT Exemplar Problems-Solutions Mathematics class 10  for 2018 - 19,by Experts Compilation,4.3,141.0,9351762645,158
CBSE All  In One English Core CBSE Class 12 for 2018 - 19,by Arihant Experts,4.4,73.0,9312149032,370
"Reactions, Rearrangements and Reagents",by S.N. Sanyal,4.5,127.0,8177096052,166
A Glossary of Literary Terms,by M.H. Abrams,4.3,128.0,8131526356,270
Principles and Practices of Banking,by IIBF,4.5,253.0,9350597292,490
CBSE NCERT Exemplar Problems-Solutions PHYSICS class 11  for 2018 - 19,by Experts Compilation,4.2,104.0,9351764494,86
Indian Navy Secondary SSR Guide 2018,by Arihant Experts,4.0,24.0,9312148885,138
The Ancient Science of Mantras,by Om Swami,4.6,194.0,9386348713,394
The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,4.5,5009.0,8172345666,75
My Gita,by Devdutt Pattanaik - Special Edition,4.2,686.0,8129137704,153
Adiyogi: The Source of Yoga,by Sadhguru,4.6,376.0,9352643925,178
The Greatest Salesman in the World,by Og Mandino,4.3,156.0,8179926877,109
The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,4.8,334.0,9351772624,178
The God Delusion,by Richard Dawkins - Special Edition,4.4,163.0,1784161926,414
Mahatma Gandhi Autobiography: The Story Of My Experiments With Truth,by Mahatma Gandhi,4.4,247.0,8172343116,99
An Introduction to Indian Philosophy,by Satishchandra Chatterjee,4.4,91.0,8129111950,106
Devil and Miss Prym,by Paulo Coelho,4.1,23.0,8172235151,218
The Hindu View Of Life,by S. Radhakrishnan,4.3,41.0,8172238452,149
Autobiography of a Yogi (Complete Hindi Edition),by Paramahansa Yogananda,4.8,395.0,8190256211,161
The Holy Science,by Swami Sri Yukteswar Giri,4.6,156.0,8189535196,75
If Truth Be Told: A Monk's Memoir,by Om Swami,4.7,527.0,9351368068,311
Introduction to Religious Philosophy,by Y. Masih,3.7,8.0,8120808541,325
Alchemist,by Paulo Coelho,4.6,3839.0,8186685693,185
Miracles of Your Mind,by Dr. Joseph Murphy,4.2,218.0,8183225101,72
Shiva to Shankara: Giving Form to the Formless,by Devdutt Pattanaik,4.4,27.0,9352641957,227
Of Mystics & Mistakes,by Sadhguru,4.5,52.0,8184953089,235
The Chronicles of Hanuman,by Shubha Vilas - Import,4.7,27.0,9384225762,333
Ramayana Versus Mahabharata: My Playful Comparison,by Devdutt Pattanaik,4.2,28.0,9353332303,221
Swami Vivekananda: A Biography,by Gautam Ghosh,4.1,23.0,8129101491,375
Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,4.9,330.0,9386850575,293
Unposted Letter,by Mahatria Ra,4.7,248.0,8183225705,218
Freedom from the Known,by J Krishnamurti,4.6,86.0,1846042135,213
Aghora: At the Left Hand of God,by Robert Svobod,4.4,82.0,8171673422,272
What Is Hinduism?: A Guide for the Global Mind,by David Frawley,4.4,11.0,9388038630,374
The Book of Children: Supporting the Freedom and Intelligence of a New Generation...,by Osho,4.6,35.0,1250006201,298
Jeevan Ke Prishth: Buddh Kee Deshanaa,by Osho,5.0,2.0,8121611369,178
The Bhagavadgita,by S. Radhakrishnan,4.2,40.0,8172238983,295
Lanka’s Princess,by Kavita Kanè - Import,4.1,101.0,8129144514,272
My Grandmother's Tweets: Inspired by Avvaiyar's Ancient Wisdom,by Geeta Gopalakrishnan,4.0,2.0,9353023904,311
My Grandmother's Tweets: Inspired by Avvaiyar's Ancient Wisdom,by Geeta Gopalakrishnan,4.0,2.0,9353023904,311
Two Saints: Speculations Around and About Ramakrishna Paramahamsa and Ramana...,by Arun Shourie,3.6,36.0,9352645049,378
Journey to Self-Realization: Collected Talks and Essays on Realizing God in Daily...,by Paramahansa Yogananda,4.8,53.0,8189535072,166
Meditation and Its Practice,by Swami Rama,4.5,26.0,8183225454,81
Sri Madhaandhra Bhagavatham,by Chaganti Koteshwara Rao,4.7,41.0,9382203966,500
"The Buddha in Me, the Buddha in You: A Handbook for Happiness",by David Hare,4.5,19.0,1846044952,450
This Is Not Your Story,by Savi Sharma,4.5,2177.0,9386224399,100
Be My Perfect Ending,by Arpit Vageria,4.4,204.0,9387022080,87
You are My Reason to Smile,by Arpit Vageria,4.4,470.0,9382665889,88
Her Last Wish,by Ajay K. Pandey,4.7,1010.0,9382665870,88
Everyone Has A Story,by Savi Sharma,4.1,3372.0,9386036754,100
Life is What You Make It,Preeti Shenoy,4.0 out of 5 stars,"2,859",9380349300,75
"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",by Anil Lamba,4.5,156.0,9350294311,477
You’re the Password to My Life,by Sudeep Nagarkar,4.2,447.0,8184005849,102
Tell Tale,by Jeffrey Archer,4.4,133.0,1509867767,269
She Friend - Zoned My Love,by Sudeep Nagarkar,4.6,248.0,9385990004,112
The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
The Forest of Enchantments,Chitra Banerjee Divakaruni,4.6 out of 5 stars,8,9353025982,373
Half Girlfriend (Movie Tie-in Edition),by Chetan Bhagat - Import,4.2,6566.0,8129124025,167
No Matter What I Do: I end up Falling for You,by Devanshi Sharma,4.2,216.0,9382665846,88
Nothing Lasts Forever,by Vish Dhamija,3.9,254.0,9380349246,105
The Other Side of Midnight,by Sidney Sheldon,4.3,53.0,8172234937,209
First Love!...Just Like the Last One!,by Sachin Garg,3.9,87.0,8192222667,140
I Tagged Her in My Heart,by Anuj Tiwari - Import,4.7,224.0,8129149567,100
The Divine Romance: Collected Talks and Essays on Realizing God in Daily Life: 2,by Paramahansa Yogananda,4.8,37.0,8189535056,175
The One You Cannot Have,by Preeti Shenoy,4.1,381.0,9383260688,189
It's All in the Planets,by Preeti Shenoy,4.3,403.0,9386036452,167
Bloodline,by Sidney Sheldon,4.3,67.0,8172234864,280
"Men are from Mars, Women are from Venus",by John Gray,4.4,427.0,8172235038,209
Love Story,by Erich Segal,4.3,113.0,1444776967,103
The Stars Shine Down,by Sidney Sheldon,3.9,22.0,8172234791,218
Nothing Lasts Forever,by Sidney Sheldon,4.2,84.0,8172234856,266
Eclipse,by Stephenie Meyer,4.3,92.0,1904233910,447
The Theory of Everything,Stephen Hawking,4.5 out of 5 stars,531,8179925919,111
Relativity: The Special and the General Theory (General Press),by Albert Einstein,4.4,430.0,9380914229,146
Oswaal CBSE Question Bank Class 10 Science Chapterwise and Topicwise (For March 2019 Exam),Not Available,4.6 out of 5 stars,184,9387504913,247
All In One Science - Class 10 (2018-19 Session),by Arihant Experts,4.4,188.0,9312149601,298
Lucent's General Science (2018-2019) Session,Not Available,4.1 out of 5 stars,220,9384761141,150
The Ancient Science of Mantras,by Om Swami,4.6,194.0,9386348713,394
UGC NET Physical Science,by W.Malemnganba Chenglei,4.2,41.0,9312146475,510
CBSE All  In One Science Class 8 for 2018 - 19,by Arihant Experts,4.3,23.0,9312147501,151
Chemistry for Class 10 (2019 Exam),by Lakhmir Singh,4.2,81.0,9352831810,381
Oswaal CBSE Sample Question Paper Class 10 Science (For March 2019 Exam),Oswaal Editorial Board,4.3 out of 5 stars,30,9388036662,127
Physics for Class 10 (2019 Exam),by Lakhmir Singh,4.3,57.0,9352831802,320
Biology for Class 10 (2019 Exam),by Lakhmir Singh,4.4,58.0,9352831829,289
A Handbook on Computer Science & IT - Illustrated Formulae & Key Theory Concepts,by Made Easy Editorial Board,4.0,180.0,9383643242,247
CBSE All  In One Science CBSE Class 9 for 2018 - 19,by Arihant Experts,4.6,66.0,9312149687,230
Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,4.7,167.0,9387504921,320
Textbook of Fabric Science: Fundamentals to Finishing,by Sekhri Seema,4.8,10.0,8120352394,275
CBSE All  In One Social Science Class 6 for 2018 - 19,by Arihant Experts,4.6,19.0,9312147420,126
Science for Class 8,by Lakhmir Singh,4.4,44.0,9352530241,360
Magbook General Science 2019,by Arihant Expert,3.6,5.0,9313166607,112
Olympiad Champs Science Class 4 with Past Olympiad Questions,by Disha Experts,4.4,8.0,9388026330,180
19 years GATE Computer Science & Information Technology Chapter-wise & Topic-wise...,by Disha Experts,3.8,5.0,9388026764,175
NTA UGC NET/SET/JRF - Paper 1: Teaching and Research Aptitude by Pearson,KVS Madaan,4.4 out of 5 stars,505,9332551731,216
Oswaal CBSE Sample Question Paper Class 9 Science (For March 2019 Exam),by Oswaal Editorial Board,4.8,7.0,9388036573,151
Oswaal CBSE Sample Question Paper Class 10 Social Science (For March 2019 Exam),Oswaal Editorial Board,4.6 out of 5 stars,24,9388036670,126
CTET & TETs Previous Year' Solved papers Mathematics & Science Class VI-VIII,by Arihant Experts,3.5,28.0,9312140329,122
General Knowledge 2019,Manohar Pandey,4.2 out of 5 stars,515,9312147307,19
CBSE All  In One Computer Science CBSE Class 12 for 2018 - 19,by K. Ganesh Ayyer,4.2,19.0,9312149091,232
Handbook of Computer Science & IT,by Surbhi Mitra,3.9,193.0,9350944308,190
CBSE All  In One Social Science Class 8 for 2018 - 19,by Arihant Experts,4.4,37.0,9312147528,171
Social Science & Pedagogy for CTET & TETs Class VI-VIII,by Arihant Experts,4.3,9.0,9311130796,136
CBSE All  In One Mathematics CBSE Class 10 for 2018 - 19,by Arihant Experts,4.5,81.0,9312149598,234
CTET Success Master Science Social/Studies Paper-II  for Class VI-VIII,by Arihant Experts,4.2,39.0,9312140221,275
Olympiad Champs Science Class 5 with Past Olympiad Questions,by Disha Experts,5.0,1.0,9388026365,109
CBSE NCERT Solutions - Science for Class 9 for 2018 - 19,by Kanchan Upreti,4.2,50.0,9351415708,92
Olympiad Champs Science Class 3 with Past Olympiad Questions,by Disha Experts,5.0,2.0,9388026292,139
Xam Idea Complete Course Social Science Class 10 for 2019 Exam,by VK Global Publications,4.2,70.0,9387516881,344
10 Last Years Solved Papers (HSC) - Science: Maharashtra Board Class 12 for 2019...,by Oswal Publishers,4.7,4.0,9387660451,565
Oswaal CBSE Question Bank Class 9 Science Chapterwise and Topicwise (For March...,by Oswaal Editorial Board,4.6,53.0,9387504832,295
General Knowledge,Not Available,4.4 out of 5 stars,"2,035",9384761540,156
National Science Olympiad  Workbook (NSO) - Class 2,by Anil Ahlawat,4.6,33.0,9387351580,60
CBSE NCERT Solutions - Science for Class 9 for 2018 - 19,by Kanchan Upreti,4.2,50.0,9351415708,92
10 Years CBSE Champion Chapterwise-Topicwise Social Science - Class 10,by MTG Editorial Board,5.0,1.0,9387949818,227
The Power of your Subconscious Mind,Joseph Murphy,4.5 out of 5 stars,"4,977",8192910962,65
Think and Grow Rich,Napoleon Hill,4.6 out of 5 stars,"3,596",8192910911,64
Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,4.6 out of 5 stars,748,9351772071,105
"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,4.4 out of 5 stars,639,1847946240,286
The Alchemist,Paulo Coelho,4.6 out of 5 stars,"3,820",8172234988,182
How to Win Friends and Influence People,Dale Carnegie,4.5 out of 5 stars,"2,640",8192910997,79
The 7 Habits of Highly Effective People,Not Available,4.0 out of 5 stars,"1,093",1471131823,311
How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,4.5 out of 5 stars,627,8175993952,88
"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,4.3 out of 5 stars,143,9387944891,199
Who Will Cry When You Die?,Robin Sharma,4.4 out of 5 stars,"2,795",8179922324,103
"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,4.5,444.0,9352641345,178
"Men are from Mars, Women are from Venus",by John Gray,4.4,427.0,8172235038,209
The Secret,by Rhonda Byrne,4.5,1610.0,1471172392,538
Miracles of Your Mind,by Dr. Joseph Murphy,4.2,218.0,8183225101,72
Life is What You Make It,Preeti Shenoy,4.0 out of 5 stars,"2,859",9380349300,75
Chanakya in Daily Life,by Radhakrishnan Pillai - Import,4.1,81.0,8129144441,148
You Can Win: A step by step tool for top achievers,by Shiv Khera,4.6,770.0,9382951717,232
Emotion and Relationships,Sadhguru,4.7 out of 5 stars,124,9386867508,138
How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,by Aditi Singhal,4.4,147.0,8184005210,242
The One Minute Manager,by Kenneth Blanchard,4.4,234.0,8172234996,118
You Can Heal Your Life,by Louise L. Hay,4.6,562.0,8190565583,252
Kiss That Frog : 12 Great Ways To Turn Negatives Into Positives In Your Life...,by Brian Tracy,4.5,56.0,9350291606,101
What Got You Here Won't Get You There: How Successful People Become Even More...,by Marshall Goldsmith,4.2,117.0,1781251568,209
The Leader Who Had No Title,by Robin Sharma,4.4,393.0,8184951191,189
The Art of Public Speaking,by Dale Carnegie,4.0,168.0,8184302614,156
The Magic,by Rhonda Byrne,4.6,602.0,1849838399,230
The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation,by Kamlesh D. Patel,4.9,605.0,9386850567,189
The Magic of thinking Big,by David J Schwartz,4.5,440.0,1785040472,227
13 Steps to Bloody Good Marks,by Ashwin Sanghi,4.6,116.0,9386224763,90
"You Can Read Anyone: Never be Fooled, Lied to or Taken Advantage of Again",by David J. Lieberman,4.4,13.0,8184952422,230
Questions Are the Answers,by Allan Pease,4.4,226.0,8186775056,83
The Greatest Salesman in the World,by Og Mandino,4.3,156.0,8179926877,109
Principles: Life and Work,by Ray Dalio,4.4,87.0,1501124021,864
"Know Your Worth: Stop Thinking, Start Doing (General Press)",by N K Sondhi,4.4,132.0,8180320235,221
Little Black Book for Stunning Success + Tools for Action Mastery,by Robin Sharma,4.4,67.0,8184959893,220
You are My Reason to Smile,by Arpit Vageria,4.4,470.0,9382665889,88
Time Management (Hindi),by Sudhir Dixit,4.4,416.0,8183220185,71
Think and Grow Rich 21St Cent. Edition,by Napoleon Hill,4.4,92.0,8183223133,189
Oswaal CBSE Sample Question Paper Class 10 Mathematics (For March 2019 Exam),Oswaal Editorial Board,4.4 out of 5 stars,42,9388036689,127
I am The Mind,by Deep Trivedi,4.1,172.0,9384850098,236
Unposted Letter,by Mahatria Ra,4.7,248.0,8183225705,218
Don't Polish Your Ignorance …It May Shine,by Sadhguru,4.6,45.0,8184952007,222
Indian Art and Culture,by Nitin Singhania,4.5,391.0,9387067548,412
Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,4.7,167.0,9387504921,320
Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi),by Joseph Murphy,4.5,585.0,8175993669,99
50 Self-Help Classics (The 50 Classics),by Tom Butler-Bowdon,3.6,4.0,1473658284,460
The Law of Success: In Sixteen Lessons (General Press),by Napoleon Hill,4.4,150.0,8180320928,371
Rahasya,by Rhonda Byrne,4.6,870.0,8183220940,233
Turning Points : A Journey Through Challanges: A Journey Through Challenges,by A.P.J. Abdul Kalam - Abridged,4.7,409.0,9350293471,135
13 Steps to Bloody Good Luck,by Ashwin Sanghi,4.1,522.0,9384030570,90
40 Years Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Chemistry,Ranjeet Shahi,4.4 out of 5 stars,91,9313163306,225
Mastering the Market Cycle: Getting the Odds on Your Side,by Howard Marks,4.1,15.0,1473680379,616
Touch the Sky: The inspiring stories of women from across India who are writing...,by Rashmi Bansal - Abridged,3.7,38.0,9386850702,109
CBSE All  in One Chemistry CBSE Class 12 for 2018 - 19,by Indu Gupta,4.4,46.0,9312149008,260
Ego is the Enemy,by Ryan Holiday,4.5,66.0,1781257019,421
Copycat Marketing 101,by Burke Hedges,4.2,206.0,8182744466,90
Rich Dad Poor Dad (tamil),by Robert T Kiyosaki,4.5,361.0,8183223753,203
Rich Dad Poor Dad,Robert T. Kiyosaki,4.5 out of 5 stars,"3,563",8186775218,135
The Psychology Book (Big Ideas),by D.K.,4.2,33.0,1405391243,749
Inspiring Thoughts (Inspiring Thoughts Quotation Series),by Swami Vivekanand,4.2,306.0,8170289262,107
"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",by Mel Robbins,4.4,69.0,1682612384,498
How to Prepare for Logical Reasoning for CAT,by Arun Sharma,4.0,116.0,9352606949,398
Sanyasi Jisne Apni Sampati Bech Di: The Monk Who Sold His Ferrari (Hindi),by Robin Sharma,4.6,2913.0,8179924947,142
All In One Science - Class 10 (2018-19 Session),by Arihant Experts,4.4,188.0,9312149601,298
Xam Idea Chemistry Class 12 for 2019 Exam,by VK Global Publications Pvt. Ltd.,4.6,27.0,9387958574,433
The Secret(Tamil),by Rhonda Byrne,4.6,261.0,8183222056,288
Success - the Best of Napoleon Hill,by Napoleon Hill,4.4,40.0,8183220797,144
Everything You Wanted To Know About Stock Market Investing - Revised & Updated...,by TV18 Broadcast LTD (CNBC TV18),4.4,16.0,9387860191,284
Discover Your Destiny 15 million copies sold,by Robin Sharma,4.4,188.0,8179923274,225
Understanding Physics for JEE Main & Advanced Electricity & Magnetism,by DC Pandey,4.3,73.0,9312147188,277
GATE 2019: Mechanical Engineering - Previous Solved Papers,by Made Easy Editorial Board,4.2,115.0,9351473635,420
Adiyogi: The Source of Yoga,by Sadhguru,4.6,376.0,9352643925,178
Mirror Work: 21 Days to Heal Your Life,by Louise L. Hay,4.5,41.0,9381431922,210
Hero (Secret (Rhonda Byrne)),by Rhonda Byrne,4.4,85.0,1471133443,639
How to Get From Where You Are to Where You Want to be,by Jack Canfield,4.4,8.0,8183225039,255
Oswaal CBSE Question Bank Class 9 Science Chapterwise and Topicwise (For March...,by Oswaal Editorial Board,4.6,53.0,9387504832,295
The Business School,by Robert T. Kiyosaki,4.5,216.0,8186775811,108
Lakshya (Goals) (Hindi),by Brian Tracy,4.5,90.0,8183221785,202
Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,4.7,167.0,9387504921,320
Oswaal CBSE Sample Question Paper Class 10 Social Science (For March 2019 Exam),Oswaal Editorial Board,4.6 out of 5 stars,24,9388036670,126
Xam Idea Complete Course Social Science Class 10 for 2019 Exam,by VK Global Publications,4.2,70.0,9387516881,344
CBSE All  In One Social Science Class 6 for 2018 - 19,by Arihant Experts,4.6,19.0,9312147420,126
CTET Success Master Science Social/Studies Paper-II  for Class VI-VIII,by Arihant Experts,4.2,39.0,9312140221,275
CBSE All  In One Social Science Class 8 for 2018 - 19,by Arihant Experts,4.4,37.0,9312147528,171
Social Science & Pedagogy for CTET & TETs Class VI-VIII,by Arihant Experts,4.3,9.0,9311130796,136
Oswaal NCERT & CBSE Question Banks Class 8 Social Science,by Oswaal Editorial Board,4.4,18.0,9386659964,189
Together with CBSE/NCERT Practice Material Chapterwise for Class 10 Social Science...,by Namrata Singh,3.8,26.0,9387672662,329
CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19,by Arihant Experts,4.5,22.0,9311121924,92
Together with CBSE/NCERT Practice Material Chapterwise for Class 9 Social Science...,by Namrata Singh,4.2,23.0,9387840107,349
Golden Social Science: (With Sample Papers) A Refresher for Class 10 (For 2019...,by Rastogi Sudha,3.9,32.0,8122421741,498
Oswaal CBSE Sample Question Paper Class 9 Science (For March 2019 Exam),by Oswaal Editorial Board,4.8,7.0,9388036573,151
The Holy Science,by Swami Sri Yukteswar Giri,4.6,156.0,8189535196,75
Sociology of Indian Society,by Rao C.N. Shankar,3.1,9.0,8121924030,400
Sociology: Principles of Sociology with an Introduction to Social Thoughts,by Rao C.N. Shankar,4.0,32.0,8121910366,430
Social Problems In India,by Ram Ahuja,4.1,139.0,8131606279,260
Gene Machine: The Race to Decipher the Secrets of the Ribosome,by Venki Ramakrishnan,4.9,13.0,9353023238,436
One-Minute Super Dad: 99 Magic Moments to Raise Amazing Children,by Dr Prashant Jindal,4.6,44.0,9352774531,157
Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4651.0,9385152149,240
Homo Deus: A Brief History of Tomorrow,by Yuval Noah Harari,4.5,304.0,1784703931,344
When Breath Becomes Air,by Paul Kalanithi,4.6,626.0,1847923674,332
1984,George Orwell,4.4 out of 5 stars,738,8192910903,88
Devil's Advocate: The Untold Story,by Karan Thapar,4.1,70.0,9352779843,370
The Great Gatsby,F. Scott Fitzgerald,4.1 out of 5 stars,338,8172344562,47
Why I Am a Hindu,by Dr. Shashi Tharoor,3.4,259.0,9386021102,299
The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,4.4,1608.0,9382618341,282
"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,4.4 out of 5 stars,639,1847946240,286
Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,4.0,472.0,9386850648,100
